python,java,ml,sql,web_dev,interest,cgpa,projects,career
0,0,0,0,1,3,8.71,1,Frontend Developer
0,0,1,1,1,3,7.31,3,Frontend Developer
1,1,1,1,1,1,6.04,3,Full Stack Developer
1,0,1,0,0,0,6.26,2,Machine Learning Engineer
0,0,1,1,1,2,8.49,6,Frontend Developer
0,1,1,0,0,2,7.1,5,Backend Developer
0,1,1,0,0,1,8.62,4,Backend Developer
0,0,0,0,0,0,6.84,1,Game Developer
0,1,0,0,1,3,7.56,4,Full Stack Developer
0,0,1,0,1,0,7.4,4,Frontend Developer
0,0,1,1,0,1,7.77,6,Data Analyst
1,1,1,1,1,1,7.05,3,Full Stack Developer
1,1,1,1,0,0,6.43,1,Backend Developer
1,0,0,1,0,3,7.42,3,Cyber Security Analyst
1,1,1,0,0,0,7.3,2,Backend Developer
1,0,1,1,1,0,7.5,2,Full Stack Developer
0,0,0,1,0,1,7.07,2,Data Analyst
1,0,1,0,1,3,7.87,3,Full Stack Developer
0,1,0,0,1,0,7.63,2,Full Stack Developer
1,1,0,0,1,0,9.18,4,Full Stack Developer
1,1,1,0,0,0,9.22,3,Backend Developer
1,1,0,0,0,3,6.41,1,Backend Developer
1,0,0,1,1,2,8.65,5,Full Stack Developer
1,1,1,0,0,2,6.67,6,Backend Developer
1,0,0,1,1,1,6.41,4,Full Stack Developer
1,1,0,0,1,2,6.97,3,Full Stack Developer
0,1,0,1,1,3,8.47,1,Full Stack Developer
1,1,1,0,1,2,9.08,3,Full Stack Developer
1,1,1,1,1,1,7.23,3,Full Stack Developer
1,1,0,1,1,0,7.01,5,Full Stack Developer
1,1,0,0,0,2,7.57,3,Backend Developer
1,0,0,1,1,1,6.63,3,Full Stack Developer
1,0,1,1,0,2,6.74,5,Machine Learning Engineer
1,1,1,0,0,2,8.83,1,Backend Developer
0,1,0,0,0,3,7.4,3,Backend Developer
1,1,0,1,1,1,6.17,5,Full Stack Developer
1,1,0,1,0,0,9.29,5,Backend Developer
1,0,0,1,1,0,8.36,4,Full Stack Developer
0,1,1,1,0,3,8.82,5,Backend Developer
0,1,1,1,1,0,6.01,2,Full Stack Developer
0,1,0,0,1,3,6.28,3,Full Stack Developer
0,1,0,0,0,3,8.5,5,Backend Developer
1,1,1,1,0,3,6.2,2,Backend Developer
1,0,0,1,0,0,8.72,5,Software Engineer
0,1,1,1,1,2,6.32,5,Full Stack Developer
1,0,0,0,0,1,7.68,3,Software Engineer
0,0,0,0,0,0,9.45,5,DevOps Engineer
0,0,1,0,1,2,6.73,5,Frontend Developer
0,0,0,0,0,2,6.87,6,Cloud Engineer
1,0,1,1,1,3,7.1,6,Full Stack Developer
1,0,0,1,1,2,8.03,3,Full Stack Developer
0,1,1,0,1,2,9.1,5,Full Stack Developer
1,0,1,1,0,0,7.34,6,Machine Learning Engineer
1,0,1,0,1,3,7.09,6,Full Stack Developer
0,1,1,1,1,2,7.6,3,Full Stack Developer
0,0,1,0,0,3,6.69,5,Cyber Security Analyst
0,1,0,0,0,0,9.24,3,Backend Developer
1,1,1,0,1,3,6.74,3,Full Stack Developer
0,1,0,1,1,0,8.54,2,Full Stack Developer
0,0,0,1,0,2,7.46,5,Data Analyst
0,1,0,0,1,1,9.31,2,Full Stack Developer
0,0,1,0,0,2,7.27,6,Cloud Engineer
0,1,1,0,0,3,7.12,1,Backend Developer
1,0,1,0,0,1,7.46,1,Machine Learning Engineer
0,0,0,1,1,3,8.32,4,Frontend Developer
1,0,1,1,1,1,9.38,3,Full Stack Developer
1,0,1,1,1,1,7.92,6,Full Stack Developer
1,0,0,1,0,0,8.73,6,Software Engineer
1,1,0,0,1,0,6.76,2,Full Stack Developer
0,0,1,1,0,2,7.95,2,Data Analyst
0,0,0,0,0,2,9.16,1,Cloud Engineer
0,0,1,1,0,2,9.1,1,Data Analyst
0,1,0,0,1,3,6.26,6,Full Stack Developer
0,0,0,1,1,3,7.98,6,Frontend Developer
0,1,1,1,1,2,8.83,6,Full Stack Developer
1,1,0,1,0,2,7.3,5,Backend Developer
1,1,1,0,1,0,8.94,4,Full Stack Developer
1,0,1,1,0,3,8.9,1,AI Engineer
1,1,0,0,0,3,7.5,1,Backend Developer
0,0,0,1,1,1,7.76,1,Frontend Developer
1,1,1,0,1,3,6.74,2,Full Stack Developer
0,1,1,0,1,3,6.14,5,Full Stack Developer
1,0,1,0,0,1,8.45,6,AI Engineer
1,0,0,1,1,1,7.01,1,Full Stack Developer
0,0,0,1,0,0,9.11,3,Data Analyst
0,1,1,0,0,1,6.49,1,Backend Developer
0,1,1,1,0,1,6.48,4,Backend Developer
1,1,0,1,0,0,8.34,6,Backend Developer
0,1,0,0,1,3,9.32,3,Full Stack Developer
0,0,1,1,0,3,7.64,2,Data Analyst
1,1,1,1,1,2,7.47,4,Full Stack Developer
0,1,1,1,0,1,8.37,5,Backend Developer
0,1,1,0,1,0,6.03,1,Full Stack Developer
1,1,0,0,0,1,8.03,6,Backend Developer
0,0,0,1,1,2,7.05,1,Frontend Developer
1,0,0,0,0,0,7.76,3,Software Engineer
0,1,1,1,0,1,7.33,1,Backend Developer
0,1,1,1,0,0,8.89,2,Backend Developer
1,0,0,1,1,3,6.77,1,Full Stack Developer
1,0,1,0,1,3,6.62,6,Full Stack Developer
0,0,1,0,1,2,7.53,2,Frontend Developer
0,0,0,0,0,2,8.64,3,Cloud Engineer
0,1,0,0,1,1,8.15,4,Full Stack Developer
0,1,1,1,1,3,9.31,2,Full Stack Developer
0,0,0,0,0,1,6.23,3,Full Stack Developer
1,1,1,1,1,0,6.01,1,Full Stack Developer
1,1,1,1,1,3,7.57,5,Full Stack Developer
1,1,1,0,1,1,6.06,5,Full Stack Developer
0,1,0,0,0,0,6.12,3,Backend Developer
0,0,0,0,1,1,8.29,2,Frontend Developer
1,1,1,0,0,3,9.25,4,Backend Developer
1,0,1,1,0,1,6.76,3,Machine Learning Engineer
0,1,1,0,0,3,6.15,5,Backend Developer
0,0,0,1,1,3,7.78,2,Frontend Developer
1,1,1,1,1,1,6.8,5,Full Stack Developer
1,1,1,1,1,3,6.32,4,Full Stack Developer
1,1,0,0,1,3,7.55,1,Full Stack Developer
0,0,0,0,1,0,8.48,3,Frontend Developer
1,0,1,1,0,2,6.83,1,Machine Learning Engineer
1,0,1,0,0,2,9.04,4,AI Engineer
1,0,0,0,0,1,7.35,5,Machine Learning Engineer
1,1,0,0,0,0,7.07,4,Backend Developer
1,0,1,0,1,1,6.59,1,Full Stack Developer
0,1,0,1,1,1,7.23,2,Full Stack Developer
0,1,0,1,0,2,9.0,2,Backend Developer
0,1,1,1,0,0,7.43,4,Backend Developer
1,0,0,0,0,1,6.82,1,Software Engineer
1,1,0,1,0,2,7.25,6,Backend Developer
0,1,1,1,1,3,9.22,2,Full Stack Developer
1,1,1,1,0,0,7.31,1,Backend Developer
1,1,1,0,1,1,8.47,5,Full Stack Developer
1,1,0,1,1,3,6.22,1,Full Stack Developer
0,1,0,0,1,3,8.38,2,Full Stack Developer
0,0,0,0,1,2,6.63,6,Frontend Developer
0,1,0,0,0,1,7.64,2,Backend Developer
0,0,1,0,1,2,7.96,4,Frontend Developer
1,1,0,0,1,0,9.06,5,Full Stack Developer
1,1,0,0,0,1,6.84,3,Backend Developer
1,1,1,1,1,3,6.46,5,Full Stack Developer
1,1,1,1,0,2,7.45,4,Backend Developer
1,1,0,1,0,0,8.07,6,Backend Developer
0,0,1,1,1,0,9.13,6,Frontend Developer
1,0,0,1,1,0,9.0,4,Full Stack Developer
0,1,1,0,0,1,6.28,3,Backend Developer
0,1,0,0,1,2,8.71,2,Full Stack Developer
1,1,1,1,0,2,7.07,5,Backend Developer
0,1,1,1,1,3,9.31,6,Full Stack Developer
0,0,0,0,1,2,6.52,1,Frontend Developer
1,1,1,0,0,0,6.72,5,Backend Developer
0,0,0,1,1,0,7.13,2,Frontend Developer
1,1,1,1,0,0,6.46,3,Backend Developer
0,1,1,1,1,3,6.2,1,Full Stack Developer
0,0,0,0,1,0,8.25,4,Frontend Developer
0,0,1,0,0,1,7.63,4,AI Engineer
0,1,0,0,1,2,9.48,6,Full Stack Developer
0,1,1,1,0,2,6.04,4,Backend Developer
0,1,1,0,1,0,6.37,2,Full Stack Developer
1,0,0,1,1,2,9.05,2,Full Stack Developer
1,1,1,0,1,3,8.3,6,Full Stack Developer
0,1,1,1,1,0,7.03,5,Full Stack Developer
0,0,0,0,1,3,7.51,2,Frontend Developer
0,1,0,1,1,3,7.29,3,Full Stack Developer
1,0,1,1,1,0,7.37,3,Full Stack Developer
0,0,0,1,0,1,8.77,6,Data Analyst
0,1,0,0,0,1,6.86,3,Backend Developer
1,0,1,0,0,1,9.22,2,AI Engineer
1,1,1,0,1,1,9.31,2,Full Stack Developer
1,0,1,0,1,0,7.1,3,Full Stack Developer
0,0,0,1,0,0,8.56,2,Data Analyst
1,0,1,1,1,0,7.27,6,Full Stack Developer
0,1,1,1,1,0,8.39,1,Full Stack Developer
1,1,0,0,1,3,6.79,5,Full Stack Developer
0,0,1,1,1,3,6.2,5,Frontend Developer
0,0,1,1,1,3,7.46,5,Frontend Developer
1,0,1,1,0,0,6.46,3,Machine Learning Engineer
1,0,1,1,0,2,9.23,5,AI Engineer
0,0,1,0,0,1,8.48,4,Game Developer
1,0,1,0,0,1,9.38,4,AI Engineer
1,1,1,1,1,3,8.84,4,Full Stack Developer
1,1,0,1,0,1,6.83,1,Backend Developer
0,0,1,0,1,2,9.21,4,Frontend Developer
1,0,0,0,0,2,6.9,1,Cloud Engineer
0,0,0,0,1,3,8.99,1,Frontend Developer
1,1,1,0,1,3,7.14,6,Full Stack Developer
0,0,0,1,1,2,8.42,1,Frontend Developer
1,1,0,1,1,1,7.01,6,Full Stack Developer
0,1,0,1,1,1,8.88,4,Full Stack Developer
0,1,1,1,0,2,7.97,1,Backend Developer
1,0,0,0,1,3,6.07,1,Full Stack Developer
0,1,1,0,1,3,8.86,5,Full Stack Developer
0,1,0,1,1,3,8.65,3,Full Stack Developer
0,1,0,0,1,2,7.3,5,Full Stack Developer
0,0,0,1,0,1,9.43,4,Data Analyst
1,1,1,0,0,3,7.18,4,Backend Developer
1,1,0,0,0,2,7.94,2,Backend Developer
0,1,0,0,1,1,6.07,4,Full Stack Developer
0,0,1,1,0,1,6.75,4,Data Analyst
1,1,0,0,0,3,9.28,1,Backend Developer
0,1,0,0,0,1,6.13,6,Backend Developer
1,1,1,0,0,1,8.84,4,Backend Developer
0,0,0,0,0,1,9.3,4,Data Scientist
1,0,0,0,1,1,7.75,6,Full Stack Developer
0,0,0,1,1,1,6.42,5,Frontend Developer
0,1,0,0,1,2,7.0,5,Full Stack Developer
0,0,1,0,0,3,6.28,2,Cyber Security Analyst
1,1,0,1,1,2,9.01,6,Full Stack Developer
1,1,0,0,1,3,8.23,6,Full Stack Developer
1,0,0,1,1,1,7.81,3,Full Stack Developer
1,1,1,1,0,1,7.12,2,Backend Developer
1,0,0,1,0,3,8.62,3,Cyber Security Analyst
0,0,1,0,1,2,7.75,1,Frontend Developer
0,0,1,1,0,2,7.56,6,Data Analyst
1,1,1,1,0,3,7.98,2,Backend Developer
0,1,1,1,0,2,7.05,5,Backend Developer
1,1,0,1,1,2,6.81,6,Full Stack Developer
1,0,1,1,1,1,6.56,3,Full Stack Developer
1,0,1,1,0,3,9.13,6,AI Engineer
0,1,0,1,0,2,6.53,1,Backend Developer
1,1,1,0,0,2,9.31,3,Backend Developer
0,0,0,1,1,1,6.9,2,Frontend Developer
0,1,1,1,0,2,7.5,3,Backend Developer
1,0,0,1,1,2,7.83,2,Full Stack Developer
0,1,0,0,1,0,6.27,4,Full Stack Developer
1,1,1,0,0,0,9.32,3,Backend Developer
1,0,0,1,0,0,8.81,6,Software Engineer
0,0,0,0,1,1,6.14,1,Frontend Developer
1,1,1,0,0,2,7.46,3,Backend Developer
0,1,1,1,0,2,8.84,1,Backend Developer
0,1,0,0,0,0,9.27,4,Backend Developer
1,1,1,0,1,2,7.43,5,Full Stack Developer
0,1,1,1,1,3,8.86,3,Full Stack Developer
1,1,0,1,0,3,6.12,3,Backend Developer
0,0,0,0,1,2,9.04,6,Frontend Developer
1,0,1,0,1,3,8.98,5,Full Stack Developer
1,1,0,0,1,3,8.42,1,Full Stack Developer
1,0,1,0,0,3,9.07,5,AI Engineer
1,0,0,0,1,3,8.44,4,Full Stack Developer
0,1,1,0,0,1,7.06,5,Backend Developer
0,1,0,1,1,2,7.74,4,Full Stack Developer
0,1,0,0,0,1,6.72,2,Backend Developer
0,1,1,1,0,2,7.12,6,Backend Developer
1,1,1,0,1,1,8.62,2,Full Stack Developer
1,0,1,1,1,1,8.81,3,Full Stack Developer
0,0,1,0,0,0,6.37,6,Data Scientist
0,0,1,1,0,3,8.36,4,Data Analyst
1,1,0,0,0,0,7.65,4,Backend Developer
0,1,0,0,0,0,8.42,6,Backend Developer
0,1,0,0,0,0,7.4,6,Backend Developer
1,0,1,1,0,1,7.37,4,Machine Learning Engineer
0,0,0,1,1,1,9.36,5,Frontend Developer
0,1,0,1,0,1,7.14,6,Backend Developer
0,0,1,1,1,0,6.99,4,Frontend Developer
0,1,0,0,1,2,9.36,1,Full Stack Developer
0,0,1,0,0,0,8.91,2,DevOps Engineer
0,1,0,1,0,3,7.03,4,Backend Developer
0,0,0,1,1,2,6.09,3,Frontend Developer
0,1,1,0,1,2,7.67,4,Full Stack Developer
0,0,1,1,0,1,8.18,3,Data Analyst
1,0,1,0,0,1,9.45,4,AI Engineer
1,0,0,1,1,1,7.28,1,Full Stack Developer
1,1,0,1,1,1,7.47,2,Full Stack Developer
1,1,0,1,1,3,9.35,1,Full Stack Developer
0,1,1,1,1,3,8.17,2,Full Stack Developer
0,0,1,1,1,2,6.79,5,Frontend Developer
0,1,0,0,0,1,6.14,5,Backend Developer
1,1,0,0,1,0,6.09,3,Full Stack Developer
0,1,1,0,0,3,7.21,6,Backend Developer
0,0,0,0,1,2,6.63,1,Frontend Developer
0,0,1,0,0,1,6.97,4,Web Developer
0,1,1,1,1,2,8.3,3,Full Stack Developer
0,1,1,1,0,3,8.86,5,Backend Developer
1,1,0,0,1,0,8.21,4,Full Stack Developer
1,0,0,0,0,1,6.65,6,Game Developer
1,0,1,1,0,2,8.35,2,AI Engineer
0,0,1,1,0,2,6.26,4,Data Analyst
0,1,0,1,1,0,9.08,5,Full Stack Developer
1,1,1,1,0,0,7.07,3,Backend Developer
1,1,0,0,0,3,9.23,2,Backend Developer
1,1,1,0,1,3,6.36,1,Full Stack Developer
0,0,0,1,1,0,9.15,2,Frontend Developer
1,0,1,0,1,2,7.02,6,Full Stack Developer
0,0,1,0,1,3,8.21,5,Frontend Developer
1,0,1,1,1,2,6.47,1,Full Stack Developer
0,1,0,0,0,2,6.93,1,Backend Developer
1,0,1,0,1,2,6.05,5,Full Stack Developer
0,0,1,0,0,0,6.34,3,Software Engineer
1,0,1,0,1,1,7.55,6,Full Stack Developer
1,1,0,0,0,0,7.94,5,Backend Developer
0,1,1,1,0,0,7.66,3,Backend Developer
1,1,1,0,0,2,9.17,4,Backend Developer
1,0,0,1,1,2,8.57,3,Full Stack Developer
1,0,1,0,1,2,8.41,5,Full Stack Developer
0,0,1,0,1,1,8.19,4,Frontend Developer
1,1,0,0,1,0,6.14,6,Full Stack Developer
1,1,0,1,1,0,7.68,4,Full Stack Developer
1,0,0,0,0,0,6.3,1,Software Engineer
0,0,0,1,0,1,9.21,2,Data Analyst
0,0,0,0,0,0,7.53,1,Cyber Security Analyst
0,1,1,0,1,1,7.3,1,Full Stack Developer
1,0,1,0,1,0,8.74,5,Full Stack Developer
0,0,1,0,0,0,8.1,2,DevOps Engineer
0,1,0,0,0,0,7.39,2,Backend Developer
1,1,0,0,1,1,6.33,2,Full Stack Developer
0,0,0,0,0,1,7.86,1,Game Developer
1,1,0,0,1,2,9.17,6,Full Stack Developer
0,0,0,1,0,1,7.27,1,Data Analyst
0,1,1,1,0,3,9.28,5,Backend Developer
0,1,1,0,0,3,9.23,5,Backend Developer
0,1,1,1,0,2,6.11,1,Backend Developer
1,1,0,1,1,3,8.35,5,Full Stack Developer
0,1,0,0,1,3,7.78,5,Full Stack Developer
0,1,1,0,0,1,6.41,2,Backend Developer
1,0,0,0,1,0,6.56,1,Full Stack Developer
1,1,1,1,1,0,6.98,1,Full Stack Developer
1,0,1,0,0,2,7.46,1,Machine Learning Engineer
1,1,0,0,1,3,7.03,6,Full Stack Developer
1,1,0,1,0,1,6.69,1,Backend Developer
1,0,1,0,1,0,6.24,4,Full Stack Developer
0,1,0,1,1,1,7.75,6,Full Stack Developer
1,1,1,0,1,2,8.3,4,Full Stack Developer
1,1,1,1,0,2,6.99,5,Backend Developer
0,0,0,1,1,2,7.23,4,Frontend Developer
1,0,1,0,1,0,6.42,6,Full Stack Developer
1,0,1,0,1,0,7.3,4,Full Stack Developer
0,0,0,1,0,1,7.98,6,Data Analyst
1,1,0,1,1,0,8.48,3,Full Stack Developer
0,0,1,1,0,1,8.2,1,Data Analyst
1,0,1,0,1,2,7.81,6,Full Stack Developer
0,1,0,0,0,2,8.26,3,Backend Developer
1,0,0,0,0,1,6.45,4,Data Analyst
0,0,1,0,0,3,8.97,1,Cyber Security Analyst
0,0,1,0,0,2,7.83,1,Cloud Engineer
0,0,0,1,1,3,6.43,3,Frontend Developer
1,0,1,1,1,0,8.91,1,Full Stack Developer
1,0,0,0,1,3,8.62,5,Full Stack Developer
1,1,0,1,0,1,8.95,5,Backend Developer
0,0,1,1,0,3,6.85,5,Data Analyst
1,0,0,0,1,3,6.86,4,Full Stack Developer
1,1,0,0,0,1,8.33,1,Backend Developer
0,1,1,1,0,3,9.05,5,Backend Developer
1,1,0,1,1,0,6.52,1,Full Stack Developer
1,1,1,0,1,0,6.94,4,Full Stack Developer
0,1,0,0,0,3,6.63,3,Backend Developer
1,0,1,1,1,3,9.21,1,Full Stack Developer
1,1,0,1,1,3,9.3,4,Full Stack Developer
1,1,1,0,1,2,8.35,4,Full Stack Developer
1,0,1,1,0,0,6.03,5,Machine Learning Engineer
1,1,1,0,1,0,6.95,6,Full Stack Developer
0,1,0,0,1,3,8.48,5,Full Stack Developer
0,0,1,1,1,0,8.88,6,Frontend Developer
1,0,0,1,0,0,8.04,5,Software Engineer
0,1,0,0,0,0,7.65,1,Backend Developer
0,0,0,0,1,0,7.9,1,Frontend Developer
0,1,0,1,1,1,7.67,6,Full Stack Developer
1,0,0,1,1,3,8.71,5,Full Stack Developer
0,1,1,0,0,3,6.1,5,Backend Developer
0,1,0,0,1,0,6.06,4,Full Stack Developer
0,1,1,0,1,3,8.56,3,Full Stack Developer
0,1,0,0,0,1,9.09,1,Backend Developer
0,1,1,0,1,2,6.49,1,Full Stack Developer
1,1,1,0,0,2,8.57,2,Backend Developer
0,0,0,1,1,1,7.69,4,Frontend Developer
0,1,1,0,1,0,9.05,4,Full Stack Developer
1,0,1,0,1,0,7.12,6,Full Stack Developer
0,0,0,1,0,1,9.25,3,Data Analyst
1,0,1,0,1,3,7.55,1,Full Stack Developer
0,1,1,0,0,2,7.71,5,Backend Developer
1,0,1,0,0,0,8.48,4,AI Engineer
1,0,0,1,1,1,9.17,3,Full Stack Developer
1,0,1,0,1,2,7.87,1,Full Stack Developer
1,1,1,1,1,0,9.42,3,Full Stack Developer
1,1,1,1,0,3,6.79,3,Backend Developer
0,1,1,1,1,0,8.12,5,Full Stack Developer
1,1,0,1,0,3,7.47,1,Backend Developer
0,0,0,1,0,1,8.17,5,Data Analyst
0,1,0,0,1,0,9.43,5,Full Stack Developer
0,0,0,1,1,0,7.4,2,Frontend Developer
1,0,1,0,1,1,8.72,3,Full Stack Developer
0,1,1,1,0,3,6.99,4,Backend Developer
0,1,1,1,0,1,8.94,5,Backend Developer
1,1,0,1,0,1,6.8,6,Backend Developer
0,0,0,1,0,0,6.69,1,Data Analyst
0,1,0,1,1,2,8.28,2,Full Stack Developer
1,1,1,1,0,3,6.84,3,Backend Developer
1,1,0,0,1,0,7.22,2,Full Stack Developer
0,0,0,0,1,3,6.25,5,Frontend Developer
1,1,1,1,1,0,7.95,2,Full Stack Developer
1,0,0,0,1,0,7.8,3,Full Stack Developer
0,1,0,1,1,3,8.88,1,Full Stack Developer
0,0,1,0,1,0,7.71,2,Frontend Developer
1,0,1,1,1,0,6.96,1,Full Stack Developer
1,1,1,0,1,1,7.01,2,Full Stack Developer
0,0,1,1,1,1,8.13,4,Frontend Developer
0,1,1,0,0,1,9.06,6,Backend Developer
0,0,0,1,0,3,8.17,5,Data Analyst
1,1,1,0,1,2,8.93,2,Full Stack Developer
1,0,1,0,0,1,8.57,2,AI Engineer
0,0,0,1,0,1,7.29,1,Data Analyst
1,1,1,1,1,2,6.47,1,Full Stack Developer
0,1,0,1,1,0,6.52,4,Full Stack Developer
1,0,0,0,1,0,7.84,5,Full Stack Developer
0,1,0,1,0,1,9.47,2,Backend Developer
0,1,1,1,0,3,8.14,6,Backend Developer
0,0,1,1,1,3,8.43,2,Frontend Developer
0,1,1,0,0,3,9.14,3,Backend Developer
0,0,1,1,1,1,7.27,1,Frontend Developer
1,0,0,1,1,3,7.05,6,Full Stack Developer
1,1,0,0,0,2,7.89,1,Backend Developer
1,1,1,1,0,3,7.89,5,Backend Developer
0,1,0,1,0,2,7.25,6,Backend Developer
1,1,0,0,1,0,6.38,6,Full Stack Developer
0,0,0,0,0,0,6.09,2,UI/UX Designer
1,0,1,1,0,2,6.32,3,Machine Learning Engineer
0,0,0,0,0,1,7.24,5,Game Developer
0,1,0,0,0,1,8.45,4,Backend Developer
0,1,1,0,1,3,7.53,6,Full Stack Developer
0,0,1,1,1,1,8.35,4,Frontend Developer
1,1,1,0,1,3,6.9,4,Full Stack Developer
0,1,1,0,1,0,8.12,6,Full Stack Developer
1,0,0,1,0,2,8.16,5,Data Scientist
0,0,0,1,1,3,6.6,1,Frontend Developer
1,1,0,1,1,1,6.86,2,Full Stack Developer
1,1,1,1,0,0,6.78,6,Backend Developer
0,1,0,1,1,2,6.89,4,Full Stack Developer
0,1,1,1,0,2,8.39,1,Backend Developer
0,0,1,0,0,3,9.05,2,Cyber Security Analyst
0,1,0,1,1,0,6.07,3,Full Stack Developer
0,1,1,1,0,3,7.0,6,Backend Developer
0,0,1,0,0,2,8.82,4,Cloud Engineer
1,0,1,0,0,1,6.36,5,Machine Learning Engineer
1,0,1,0,1,0,8.63,6,Full Stack Developer
1,1,0,0,0,0,6.53,4,Backend Developer
0,0,0,1,0,2,9.04,4,Data Analyst
0,0,0,1,0,0,9.5,6,Data Analyst
1,0,0,1,1,2,8.05,5,Full Stack Developer
0,1,1,1,1,1,8.85,3,Full Stack Developer
0,1,0,1,0,0,9.22,2,Backend Developer
1,0,1,1,0,2,9.2,1,AI Engineer
1,0,0,0,1,2,9.28,5,Full Stack Developer
0,0,0,1,0,2,7.4,1,Data Analyst
0,1,1,0,1,1,9.08,4,Full Stack Developer
0,0,1,1,1,2,7.66,1,Frontend Developer
1,0,1,1,1,0,7.31,3,Full Stack Developer
1,1,0,0,0,1,6.29,5,Backend Developer
1,0,0,0,0,3,8.78,3,Cyber Security Analyst
1,1,0,0,0,0,6.49,3,Backend Developer
1,0,0,0,1,2,7.27,1,Full Stack Developer
0,0,1,1,1,0,7.69,3,Frontend Developer
1,0,1,1,0,3,7.6,6,Machine Learning Engineer
1,1,1,1,0,0,8.24,3,Backend Developer
0,1,0,0,0,2,7.55,6,Backend Developer
1,1,1,0,1,2,6.64,3,Full Stack Developer
1,1,1,0,0,2,8.53,5,Backend Developer
1,1,1,0,1,2,8.1,5,Full Stack Developer
1,1,1,1,0,1,7.18,2,Backend Developer
0,1,1,0,1,3,7.91,3,Full Stack Developer
0,1,1,0,0,0,8.74,1,Backend Developer
1,0,0,1,0,1,9.01,1,Full Stack Developer
1,1,0,1,1,1,7.93,1,Full Stack Developer
0,1,1,1,1,0,8.25,2,Full Stack Developer
1,1,1,0,1,3,8.22,1,Full Stack Developer
0,0,0,0,1,2,8.47,1,Frontend Developer
1,1,1,1,1,3,8.79,4,Full Stack Developer
1,0,1,1,0,1,7.22,3,Machine Learning Engineer
0,1,0,0,1,2,6.37,1,Full Stack Developer
0,0,0,1,1,2,6.6,1,Frontend Developer
0,0,0,0,1,3,9.38,3,Frontend Developer
1,1,0,0,0,2,8.36,2,Backend Developer
1,1,0,0,0,3,6.52,5,Backend Developer
0,0,0,0,1,0,8.96,2,Frontend Developer
0,0,1,1,1,0,7.08,5,Frontend Developer
1,0,0,0,0,2,7.27,5,Cloud Engineer
1,1,0,0,0,0,8.3,6,Backend Developer
0,0,1,1,1,3,9.04,3,Frontend Developer
1,0,1,0,0,0,6.55,6,Machine Learning Engineer
1,1,1,1,0,2,7.7,2,Backend Developer
1,1,1,1,1,3,7.67,2,Full Stack Developer
1,0,1,1,1,1,9.26,6,Full Stack Developer
1,1,1,0,1,2,7.43,1,Full Stack Developer
1,1,0,1,0,1,8.53,2,Backend Developer
1,0,0,0,0,1,6.39,1,Data Scientist
1,0,0,0,1,3,6.3,4,Full Stack Developer
0,0,0,1,1,1,6.41,2,Frontend Developer
0,0,0,0,0,1,6.25,4,Mobile App Developer
0,1,0,1,0,0,7.77,3,Backend Developer
1,0,0,0,0,1,8.34,3,Web Developer
0,1,0,0,0,3,8.76,2,Backend Developer
1,0,0,0,0,3,9.32,5,Cyber Security Analyst
1,0,1,0,0,0,7.2,3,Machine Learning Engineer
0,1,0,1,0,1,8.43,3,Backend Developer
1,0,1,1,0,1,8.96,4,AI Engineer
1,0,0,1,0,3,7.33,4,Cyber Security Analyst
1,0,0,0,1,0,7.39,6,Full Stack Developer
1,1,0,0,1,1,6.64,2,Full Stack Developer
1,0,0,1,1,1,8.0,4,Full Stack Developer
0,1,0,0,0,0,6.87,3,Backend Developer
0,1,0,0,0,2,6.27,2,Backend Developer
0,0,0,1,0,1,8.34,2,Data Analyst
1,1,1,0,0,3,7.09,4,Backend Developer
1,1,0,0,0,1,8.38,3,Backend Developer
0,0,0,1,0,0,8.0,5,Data Analyst
1,0,1,0,0,1,6.53,2,Machine Learning Engineer
1,0,1,0,0,1,6.71,3,Machine Learning Engineer
1,0,1,0,1,2,7.22,3,Full Stack Developer
0,0,1,0,1,2,7.85,4,Frontend Developer
1,0,1,1,1,3,8.26,1,Full Stack Developer
1,0,1,1,1,0,6.26,6,Full Stack Developer
0,1,0,0,0,2,7.52,6,Backend Developer
1,1,1,1,0,2,6.69,6,Backend Developer
0,0,1,1,1,1,6.01,4,Frontend Developer
0,0,0,1,1,3,6.52,1,Frontend Developer
1,1,1,1,0,0,7.88,2,Backend Developer
1,1,0,1,0,3,6.61,2,Backend Developer
0,1,1,0,0,1,6.03,6,Backend Developer
1,1,0,1,1,2,6.45,2,Full Stack Developer
1,1,0,1,1,3,6.14,1,Full Stack Developer
0,1,1,1,0,1,8.31,5,Backend Developer
1,1,0,0,0,2,7.37,5,Backend Developer
0,1,0,1,1,0,7.44,6,Full Stack Developer
1,0,1,1,0,1,7.72,4,Machine Learning Engineer
1,1,0,1,1,1,6.31,2,Full Stack Developer
0,0,0,1,0,2,7.67,3,Data Analyst
1,1,1,0,0,3,8.96,2,Backend Developer
0,0,1,0,1,3,7.12,4,Frontend Developer
0,0,1,0,0,1,9.01,4,Cyber Security Analyst
0,1,0,1,1,0,6.27,1,Full Stack Developer
1,0,1,0,0,0,7.4,3,Machine Learning Engineer
1,1,0,0,0,2,7.1,2,Backend Developer
0,0,0,1,1,3,6.63,4,Frontend Developer
1,0,1,1,1,3,8.56,5,Full Stack Developer
1,1,0,0,1,3,9.4,2,Full Stack Developer
0,1,0,0,1,0,6.53,5,Full Stack Developer
1,1,0,1,1,3,8.74,4,Full Stack Developer
